Store ID,Store Location,Daily_Sales,Date Recorded
102,Kolkata,37271.0,2030-10-26
108,Mumbai,74093.0,2030-10-27
103,,41828.0,2030-10-28
104,Delhi,76900.0,2030-10-29
107,Delhi,61131.0,2030-10-30
109,Mumbai,50386.0,2030-10-31
102,Kolkata,79781.0,2030-11-01
103,Kolkata,76210.0,2030-11-02
104,Delhi,31834.0,2030-11-03
101,Delhi,84470.0,2030-11-04
107,Chennai,84152.0,2030-11-05
102,Delhi,83283.0,2030-11-06
105,Delhi,77894.0,2030-11-07
101,Delhi,85881.0,2030-11-08
103,Delhi,32353.0,2030-11-09
102,Mumbai,43878.0,2030-11-10
101,Delhi,82207.0,2030-11-11
107,Mumbai,41132.0,2030-11-12
105,Kolkata,38203.0,2030-11-13
101,Mumbai,40322.0,2030-11-14
106,Chennai,41295.0,2030-11-15
105,Delhi,88775.0,2030-11-16
103,Chennai,65925.0,2030-11-17
107,Mumbai,85234.0,2030-11-18
109,Chennai,52247.0,2030-11-19
109,Delhi,72394.0,2030-11-20
109,Kolkata,47340.0,2030-11-21
102,Mumbai,50242.0,2030-11-22
103,Mumbai,83960.0,2030-11-23
107,,52522.0,2030-11-24
105,Bangalore,74594.0,2030-11-25
102,Mumbai,42095.0,2030-11-26
103,,76335.0,2030-11-27
106,Mumbai,87584.0,2030-11-28
107,Delhi,70652.0,2030-11-29
109,,53425.0,2030-11-30
101,Mumbai,64723.0,2030-12-01
107,Kolkata,40204.0,2030-12-02
108,Delhi,34991.0,2030-12-03
103,Chennai,61626.0,2030-12-04
104,Bangalore,66833.0,2030-12-05
106,,46067.0,2030-12-06
107,Bangalore,43763.0,2030-12-07
104,Delhi,81955.0,2030-12-08
108,Chennai,74863.0,2030-12-09
105,Delhi,47408.0,2030-12-10
101,Kolkata,55176.0,2030-12-11
104,Kolkata,65097.0,2030-12-12
103,Bangalore,81850.0,2030-12-13
109,Kolkata,83846.0,2030-12-14
108,Delhi,78641.0,2030-12-15
101,Bangalore,65794.0,2030-12-16
106,Mumbai,54231.0,2030-12-17
109,Chennai,88486.0,2030-12-18
107,Delhi,31011.0,2030-12-19
104,Kolkata,53427.0,2030-12-20
101,Delhi,68392.0,2030-12-21
102,Chennai,88447.0,2030-12-22
105,Delhi,88990.0,2030-12-23
105,Kolkata,80852.0,2030-12-24
108,Delhi,45229.0,2030-12-25
106,Bangalore,43244.0,2030-12-26
108,Mumbai,46602.0,2030-12-27
102,Chennai,74548.0,2030-12-28
103,Mumbai,54462.0,2030-12-29
106,Chennai,55302.0,2030-12-30
103,Mumbai,53536.0,2030-12-31
106,Kolkata,52210.0,2031-01-01
106,Delhi,35585.0,2031-01-02
102,Mumbai,79130.0,2031-01-03
107,Bangalore,76873.0,2031-01-04
102,Delhi,87210.0,2031-01-05
106,Delhi,47195.0,2031-01-06
101,,44837.0,2031-01-07
103,,77161.0,2031-01-08
102,Chennai,35456.0,2031-01-09
107,Mumbai,86829.0,2031-01-10
104,Mumbai,84061.0,2031-01-11
108,Chennai,83861.0,2031-01-12
106,Delhi,67289.0,2031-01-13
104,,39775.0,2031-01-14
105,Mumbai,44099.0,2031-01-15
109,,66805.0,2031-01-16
107,Bangalore,71842.0,2031-01-17
109,Kolkata,76754.0,2031-01-18
107,Delhi,87163.0,2031-01-19
101,Kolkata,46815.0,2031-01-20
108,Mumbai,42226.0,2031-01-21
104,Chennai,87327.0,2031-01-22
103,Kolkata,60072.0,2031-01-23
107,Delhi,39139.0,2031-01-24
103,Bangalore,60060.0,2031-01-25
108,Bangalore,74867.0,2031-01-26
106,Mumbai,39859.0,2031-01-27
105,Bangalore,73942.0,2031-01-28
104,Mumbai,85700.0,2031-01-29
108,Mumbai,32539.0,2031-01-30
108,Chennai,73073.0,2031-01-31
101,Chennai,43199.0,2031-02-01
109,Mumbai,63158.0,2031-02-02
105,Kolkata,30082.0,2031-02-03
104,Kolkata,80154.0,2031-02-04
106,Bangalore,87824.0,2031-02-05
106,Bangalore,71736.0,2031-02-06
102,Mumbai,86548.0,2031-02-07
108,Chennai,42281.0,2031-02-08
107,Chennai,45120.0,2031-02-09
101,Delhi,39946.0,2031-02-10
105,Chennai,88592.0,2031-02-11
106,Mumbai,88480.0,2031-02-12
104,Delhi,40891.0,2031-02-13
102,Chennai,49640.0,2031-02-14
104,Chennai,56111.0,2031-02-15
101,Bangalore,82396.0,2031-02-16
107,Bangalore,68775.0,2031-02-17
102,,63290.0,2031-02-18
102,Bangalore,60604.0,2031-02-19
109,Chennai,64462.0,2031-02-20
105,Delhi,48636.0,2031-02-21
102,Delhi,34837.0,2031-02-22
109,Mumbai,41801.0,2031-02-23
109,Bangalore,53710.0,2031-02-24
101,Kolkata,71237.0,2031-02-25
103,Mumbai,61621.0,2031-02-26
104,Mumbai,79299.0,2031-02-27
107,Mumbai,70916.0,2031-02-28
104,Mumbai,43065.0,2031-03-01
102,,75474.0,2031-03-02
107,Chennai,89929.0,2031-03-03
106,Delhi,58230.0,2031-03-04
103,Chennai,66388.0,2031-03-05
106,Chennai,40631.0,2031-03-06
106,Chennai,59828.0,2031-03-07
105,Delhi,39131.0,2031-03-08
104,Bangalore,44307.0,2031-03-09
101,Delhi,33709.0,2031-03-10
106,Kolkata,78754.0,2031-03-11
102,Chennai,76683.0,2031-03-12
103,Bangalore,50721.0,2031-03-13
108,Mumbai,62194.0,2031-03-14
106,Delhi,35094.0,2031-03-15
103,Delhi,39415.0,2031-03-16
107,,78846.0,2031-03-17
104,Delhi,78244.0,2031-03-18
109,Delhi,43530.0,2031-03-19
105,,37472.0,2031-03-20
103,Bangalore,66131.0,2031-03-21
102,Kolkata,49407.0,2031-03-22
102,Delhi,48201.0,2031-03-23
103,Bangalore,57948.0,2031-03-24
102,Mumbai,76908.0,2031-03-25
104,Kolkata,79835.0,2031-03-26
102,Delhi,84659.0,2031-03-27
109,Bangalore,53115.0,2031-03-28
102,Kolkata,88576.0,2031-03-29
109,Bangalore,57961.0,2031-03-30
106,Bangalore,87960.0,2031-03-31
101,Delhi,77083.0,2031-04-01
104,Delhi,89417.0,2031-04-02
101,Chennai,82062.0,2031-04-03
106,Chennai,77182.0,2031-04-04
104,,32017.0,2031-04-05
103,Chennai,34223.0,2031-04-06
103,Bangalore,64952.0,2031-04-07
109,Kolkata,80509.0,2031-04-08
106,Delhi,53075.0,2031-04-09
109,Bangalore,36531.0,2031-04-10
105,Mumbai,34666.0,2031-04-11
102,Delhi,53781.0,2031-04-12
108,Kolkata,74023.0,2031-04-13
105,Bangalore,65236.0,2031-04-14
102,Bangalore,70059.0,2031-04-15
104,Bangalore,70023.0,2031-04-16
109,Bangalore,66688.0,2031-04-17
104,Delhi,34236.0,2031-04-18
104,Chennai,31939.0,2031-04-19
102,Bangalore,66624.0,2031-04-20
106,Kolkata,62818.0,2031-04-21
102,Delhi,86282.0,2031-04-22
107,Mumbai,45926.0,2031-04-23
103,Chennai,57552.0,2031-04-24
103,Kolkata,60100.0,2031-04-25
105,Bangalore,31360.0,2031-04-26
103,Chennai,69573.0,2031-04-27
102,,74696.0,2031-04-28
109,,41994.0,2031-04-29
102,Chennai,54941.0,2031-04-30
102,Chennai,57531.0,2031-05-01
108,Mumbai,85182.0,2031-05-02
109,Kolkata,65813.0,2031-05-03
107,Bangalore,89347.0,2031-05-04
103,,41093.0,2031-05-05
109,Delhi,63025.0,2031-05-06
103,Bangalore,41651.0,2031-05-07
105,Bangalore,62812.0,2031-05-08
109,Bangalore,54844.0,2031-05-09
103,Mumbai,47718.0,2031-05-10
107,Bangalore,79823.0,2031-05-11
101,Kolkata,78122.0,2031-05-12
104,Chennai,43589.0,2031-05-13
104,Mumbai,69768.0,2031-05-14
107,Chennai,50022.0,2031-05-15
108,Mumbai,77248.0,2031-05-16
101,Delhi,68853.0,2031-05-17
105,Chennai,30234.0,2031-05-18
107,Kolkata,36834.0,2031-05-19
104,Bangalore,45055.0,2031-05-20
104,Bangalore,33207.0,2031-05-21
104,Mumbai,84716.0,2031-05-22
106,Bangalore,32400.0,2031-05-23
107,Delhi,39609.0,2031-05-24
102,,51473.0,2031-05-25
105,Kolkata,75330.0,2031-05-26
104,Chennai,53935.0,2031-05-27
103,Bangalore,84157.0,2031-05-28
107,Kolkata,53874.0,2031-05-29
106,Bangalore,70508.0,2031-05-30
107,Mumbai,55015.0,2031-05-31
105,Delhi,84334.0,2031-06-01
106,Chennai,44184.0,2031-06-02
105,,76806.0,2031-06-03
107,Delhi,59543.0,2031-06-04
102,Delhi,30650.0,2031-06-05
105,Bangalore,62389.0,2031-06-06
106,Kolkata,79185.0,2031-06-07
106,Mumbai,57328.0,2031-06-08
105,Mumbai,49416.0,2031-06-09
107,Chennai,43119.0,2031-06-10
108,Bangalore,37644.0,2031-06-11
107,Delhi,80262.0,2031-06-12
105,Delhi,38653.0,2031-06-13
101,Chennai,44416.0,2031-06-14
105,Bangalore,54897.0,2031-06-15
102,,83662.0,2031-06-16
105,Chennai,31874.0,2031-06-17
105,Delhi,82191.0,2031-06-18
102,Bangalore,40429.0,2031-06-19
105,Bangalore,42213.0,2031-06-20
104,Delhi,78987.0,2031-06-21
101,,47640.0,2031-06-22
103,Kolkata,89783.0,2031-06-23
101,Mumbai,66008.0,2031-06-24
105,Mumbai,45802.0,2031-06-25
104,Delhi,46122.0,2031-06-26
107,Mumbai,83415.0,2031-06-27
105,Bangalore,51653.0,2031-06-28
104,Bangalore,73671.0,2031-06-29
102,,54101.0,2031-06-30
104,Delhi,31409.0,2031-07-01
102,Bangalore,73388.0,2031-07-02
108,Kolkata,64600.0,2031-07-03
103,Bangalore,48408.0,2031-07-04
109,Delhi,35736.0,2031-07-05
104,Mumbai,34993.0,2031-07-06
106,Mumbai,73871.0,2031-07-07
105,,77165.0,2031-07-08
101,,86786.0,2031-07-09
109,,61247.0,2031-07-10
101,Kolkata,84109.0,2031-07-11
108,Mumbai,58821.0,2031-07-12
109,,33213.0,2031-07-13
109,,73123.0,2031-07-14
101,Mumbai,59495.0,2031-07-15
102,Mumbai,36208.0,2031-07-16
101,Bangalore,39644.0,2031-07-17
102,Delhi,36453.0,2031-07-18
108,Delhi,81905.0,2031-07-19
105,,41093.0,2031-07-20
107,,76509.0,2031-07-21
102,Delhi,41263.0,2031-07-22
108,Bangalore,86480.0,2031-07-23
106,Kolkata,30305.0,2031-07-24
108,Chennai,64152.0,2031-07-25
101,Mumbai,62021.0,2031-07-26
101,Chennai,82519.0,2031-07-27
107,Kolkata,47958.0,2031-07-28
108,,30872.0,2031-07-29
103,Mumbai,71128.0,2031-07-30
105,Delhi,51962.0,2031-07-31
101,,72563.0,2031-08-01
107,Delhi,47414.0,2031-08-02
105,Chennai,86916.0,2031-08-03
108,Delhi,39926.0,2031-08-04
108,Mumbai,78259.0,2031-08-05
109,Bangalore,85883.0,2031-08-06
107,Delhi,69673.0,2031-08-07
101,,67210.0,2031-08-08
103,Delhi,45290.0,2031-08-09
108,Kolkata,33667.0,2031-08-10
103,Kolkata,47660.0,2031-08-11
108,Mumbai,36553.0,2031-08-12
101,Chennai,46926.0,2031-08-13
105,Mumbai,87698.0,2031-08-14
104,Kolkata,34808.0,2031-08-15
105,Bangalore,58612.0,2031-08-16
108,Mumbai,70499.0,2031-08-17
104,Bangalore,58015.0,2031-08-18
104,Chennai,63351.0,2031-08-19
103,,79662.0,2031-08-20
107,Delhi,85828.0,2031-08-21
103,Bangalore,85823.0,2031-08-22
103,Mumbai,39138.0,2031-08-23
105,Kolkata,70463.0,2031-08-24
105,Delhi,66241.0,2031-08-25
106,Chennai,31198.0,2031-08-26
108,Delhi,57447.0,2031-08-27
106,Bangalore,66763.0,2031-08-28
101,Kolkata,42113.0,2031-08-29
108,Kolkata,58749.0,2031-08-30
108,Kolkata,67303.0,2031-08-31
109,Bangalore,68639.0,2031-09-01
109,Kolkata,49687.0,2031-09-02
102,Bangalore,32447.0,2031-09-03
102,,39408.0,2031-09-04
103,Bangalore,86891.0,2031-09-05
101,Bangalore,69612.0,2031-09-06
104,Mumbai,47674.0,2031-09-07
104,Bangalore,42413.0,2031-09-08
109,Delhi,84986.0,2031-09-09
109,Kolkata,77937.0,2031-09-10
109,Chennai,37549.0,2031-09-11
107,,53071.0,2031-09-12
102,Delhi,38693.0,2031-09-13
105,Mumbai,73831.0,2031-09-14
104,Kolkata,86580.0,2031-09-15
108,Mumbai,46770.0,2031-09-16
102,Bangalore,71371.0,2031-09-17
106,Kolkata,32006.0,2031-09-18
105,Bangalore,35213.0,2031-09-19
102,Delhi,81299.0,2031-09-20
101,Kolkata,66636.0,2031-09-21
108,Delhi,39530.0,2031-09-22
102,Kolkata,77128.0,2031-09-23
107,Delhi,85189.0,2031-09-24
109,Chennai,36637.0,2031-09-25
109,Delhi,79504.0,2031-09-26
108,Chennai,34964.0,2031-09-27
109,Delhi,82340.0,2031-09-28
102,Kolkata,64070.0,2031-09-29
106,Bangalore,37749.0,2031-09-30
104,Delhi,30846.0,2031-10-01
104,Chennai,43390.0,2031-10-02
105,Bangalore,43735.0,2031-10-03
103,Delhi,53905.0,2031-10-04
101,Delhi,87869.0,2031-10-05
108,Bangalore,44876.0,2031-10-06
105,Delhi,43967.0,2031-10-07
103,Delhi,81676.0,2031-10-08
107,Mumbai,48262.0,2031-10-09
107,Chennai,66873.0,2031-10-10
101,Bangalore,50014.0,2031-10-11
109,Delhi,54054.0,2031-10-12
102,,59955.0,2031-10-13
105,Kolkata,53051.0,2031-10-14
105,Mumbai,58385.0,2031-10-15
108,Delhi,65587.0,2031-10-16
108,,85131.0,2031-10-17
107,Bangalore,57483.0,2031-10-18
107,Mumbai,57653.0,2031-10-19
106,Bangalore,70845.0,2031-10-20
106,Kolkata,74790.0,2031-10-21
109,Delhi,72018.0,2031-10-22
106,Kolkata,60894.0,2031-10-23
102,Chennai,81641.0,2031-10-24
102,Bangalore,59842.0,2031-10-25
105,Kolkata,84840.0,2031-10-26
104,Delhi,49648.0,2031-10-27
102,Bangalore,61756.0,2031-10-28
103,Bangalore,52407.0,2031-10-29
107,Bangalore,74561.0,2031-10-30
108,Mumbai,81445.0,2031-10-31
106,Mumbai,47058.0,2031-11-01
105,Delhi,40070.0,2031-11-02
101,Mumbai,69025.0,2031-11-03
108,Mumbai,63779.0,2031-11-04
103,Chennai,88137.0,2031-11-05
106,Delhi,46616.0,2031-11-06
103,Chennai,60373.0,2031-11-07
107,Mumbai,82179.0,2031-11-08
107,Delhi,82761.0,2031-11-09
109,Mumbai,64941.0,2031-11-10
105,Mumbai,66152.0,2031-11-11
108,Bangalore,81480.0,2031-11-12
108,Mumbai,30797.0,2031-11-13
101,,69889.0,2031-11-14
105,,,2031-11-15
103,Bangalore,77754.0,2031-11-16
101,Kolkata,82836.0,2031-11-17
104,Delhi,83639.0,2031-11-18
108,Bangalore,37690.0,2031-11-19
103,Chennai,42669.0,2031-11-20
102,Mumbai,48973.0,2031-11-21
109,Delhi,51085.0,2031-11-22
105,Delhi,58787.0,2031-11-23
107,Bangalore,55084.0,2031-11-24
102,Bangalore,54051.0,2031-11-25
109,Mumbai,85566.0,2031-11-26
109,Bangalore,80615.0,2031-11-27
104,Bangalore,41554.0,2031-11-28
104,Kolkata,82262.0,2031-11-29
106,Delhi,80199.0,2031-11-30
106,Kolkata,67639.0,2031-12-01
101,Chennai,43354.0,2031-12-02
109,Chennai,35289.0,2031-12-03
102,Chennai,83587.0,2031-12-04
105,Bangalore,54744.0,2031-12-05
109,Mumbai,47945.0,2031-12-06
104,Bangalore,54243.0,2031-12-07
103,,78599.0,2031-12-08
107,Bangalore,85957.0,2031-12-09
106,Delhi,86964.0,2031-12-10
108,Delhi,69054.0,2031-12-11
103,,54227.0,2031-12-12
105,Delhi,57748.0,2031-12-13
104,Delhi,46958.0,2031-12-14
104,Mumbai,76684.0,2031-12-15
104,,39934.0,2031-12-16
108,Mumbai,75530.0,2031-12-17
106,Bangalore,83168.0,2031-12-18
103,Chennai,40550.0,2031-12-19
105,Delhi,86379.0,2031-12-20
106,Kolkata,34024.0,2031-12-21
105,Bangalore,61772.0,2031-12-22
106,Bangalore,38722.0,2031-12-23
108,Kolkata,80142.0,2031-12-24
107,,32120.0,2031-12-25
105,Bangalore,60089.0,2031-12-26
106,Delhi,51348.0,2031-12-27
104,Kolkata,81593.0,2031-12-28
109,Bangalore,35877.0,2031-12-29
104,,73488.0,2031-12-30
101,,48904.0,2031-12-31
107,Delhi,50792.0,2032-01-01
107,,56037.0,2032-01-02
104,Mumbai,47335.0,2032-01-03
103,Chennai,44659.0,2032-01-04
108,Delhi,59684.0,2032-01-05
105,Kolkata,30964.0,2032-01-06
107,Chennai,64902.0,2032-01-07
104,Chennai,83606.0,2032-01-08
104,,88038.0,2032-01-09
108,Bangalore,65012.0,2032-01-10
108,Bangalore,65571.0,2032-01-11
102,Kolkata,33911.0,2032-01-12
102,Chennai,41216.0,2032-01-13
103,,31408.0,2032-01-14
103,,51621.0,2032-01-15
101,Mumbai,50977.0,2032-01-16
103,Bangalore,43195.0,2032-01-17
106,Mumbai,73938.0,2032-01-18
108,Chennai,87203.0,2032-01-19
106,Mumbai,87805.0,2032-01-20
105,Kolkata,70431.0,2032-01-21
104,Delhi,72577.0,2032-01-22
103,Delhi,37113.0,2032-01-23
104,Mumbai,70910.0,2032-01-24
107,Delhi,52761.0,2032-01-25
101,Chennai,54992.0,2032-01-26
107,Delhi,43778.0,2032-01-27
101,Delhi,51985.0,2032-01-28
102,Delhi,80540.0,2032-01-29
104,Kolkata,85448.0,2032-01-30
101,Kolkata,34367.0,2032-01-31
109,Delhi,75447.0,2032-02-01
106,Chennai,40786.0,2032-02-02
101,Bangalore,75780.0,2032-02-03
101,Mumbai,72706.0,2032-02-04
106,Chennai,74461.0,2032-02-05
104,Delhi,60908.0,2032-02-06
104,Kolkata,41051.0,2032-02-07
106,Delhi,66746.0,2032-02-08
107,,45611.0,2032-02-09
109,Delhi,34490.0,2032-02-10
105,Bangalore,80004.0,2032-02-11
109,,61313.0,2032-02-12
104,Delhi,36377.0,2032-02-13
102,Bangalore,39903.0,2032-02-14
103,Mumbai,44567.0,2032-02-15
101,Bangalore,52885.0,2032-02-16
106,Mumbai,89869.0,2032-02-17
106,Delhi,58222.0,2032-02-18
101,Chennai,87266.0,2032-02-19
103,Bangalore,78556.0,2032-02-20
105,Chennai,56606.0,2032-02-21
103,Mumbai,87580.0,2032-02-22
103,Mumbai,47440.0,2032-02-23
103,Bangalore,32260.0,2032-02-24
105,Bangalore,60267.0,2032-02-25
105,Mumbai,57002.0,2032-02-26
104,Mumbai,88369.0,2032-02-27
101,Mumbai,80060.0,2032-02-28
105,Delhi,46833.0,2032-02-29
105,Mumbai,79720.0,2032-03-01
104,Delhi,33498.0,2032-03-02
106,Chennai,76729.0,2032-03-03
104,Bangalore,40518.0,2032-03-04
107,Mumbai,42501.0,2032-03-05
107,Mumbai,52254.0,2032-03-06
102,Mumbai,64076.0,2032-03-07
103,Bangalore,45902.0,2032-03-08
101,,63485.0,2032-03-09
108,Chennai,55545.0,2032-03-10
109,Chennai,33345.0,2032-03-11
104,Kolkata,45370.0,2032-03-12
106,Mumbai,86366.0,2032-03-13
109,Delhi,86834.0,2032-03-14
106,Chennai,76721.0,2032-03-15
109,Delhi,89829.0,2032-03-16
104,Bangalore,58231.0,2032-03-17
108,Chennai,81870.0,2032-03-18
109,Kolkata,71863.0,2032-03-19
104,Mumbai,39642.0,2032-03-20
105,Bangalore,47839.0,2032-03-21
108,Chennai,53681.0,2032-03-22
106,Kolkata,37035.0,2032-03-23
107,Kolkata,83382.0,2032-03-24
103,,63299.0,2032-03-25
107,Delhi,65035.0,2032-03-26
108,Bangalore,79484.0,2032-03-27
106,Mumbai,84401.0,2032-03-28
109,Delhi,53583.0,2032-03-29
106,,52105.0,2032-03-30
109,,46130.0,2032-03-31
104,Delhi,43736.0,2032-04-01
108,Delhi,72281.0,2032-04-02
104,Mumbai,43815.0,2032-04-03
102,Kolkata,54396.0,2032-04-04
109,Mumbai,54312.0,2032-04-05
105,Delhi,42244.0,2032-04-06
104,Delhi,72668.0,2032-04-07
102,Bangalore,85652.0,2032-04-08
101,,41718.0,2032-04-09
107,Mumbai,46784.0,2032-04-10
106,Bangalore,60683.0,2032-04-11
102,Delhi,86191.0,2032-04-12
108,Bangalore,74590.0,2032-04-13
104,Chennai,73997.0,2032-04-14
108,Mumbai,61428.0,2032-04-15
107,Mumbai,66759.0,2032-04-16
105,Kolkata,88822.0,2032-04-17
108,Delhi,56490.0,2032-04-18
109,Chennai,80209.0,2032-04-19
105,Mumbai,70701.0,2032-04-20
105,Mumbai,77351.0,2032-04-21
102,Chennai,82145.0,2032-04-22
105,Kolkata,71001.0,2032-04-23
103,Bangalore,75856.0,2032-04-24
107,Delhi,89514.0,2032-04-25
105,Bangalore,46410.0,2032-04-26
108,Bangalore,82685.0,2032-04-27
101,Bangalore,65386.0,2032-04-28
103,Chennai,39362.0,2032-04-29
103,Delhi,69407.0,2032-04-30
109,Bangalore,85781.0,2032-05-01
105,Bangalore,54011.0,2032-05-02
109,Mumbai,37042.0,2032-05-03
109,Chennai,55286.0,2032-05-04
101,Mumbai,41391.0,2032-05-05
102,Mumbai,56999.0,2032-05-06
105,,32018.0,2032-05-07
104,Mumbai,42952.0,2032-05-08
109,Mumbai,46240.0,2032-05-09
107,Bangalore,51262.0,2032-05-10
106,,49282.0,2032-05-11
107,,52459.0,2032-05-12
101,Bangalore,64815.0,2032-05-13
101,Delhi,84354.0,2032-05-14
108,,47942.0,2032-05-15
102,Bangalore,31722.0,2032-05-16
109,Mumbai,66820.0,2032-05-17
107,Kolkata,31651.0,2032-05-18
106,Mumbai,51606.0,2032-05-19
101,Delhi,64546.0,2032-05-20
101,Kolkata,30683.0,2032-05-21
102,Bangalore,72239.0,2032-05-22
106,Mumbai,89638.0,2032-05-23
106,Mumbai,48394.0,2032-05-24
102,Bangalore,88559.0,2032-05-25
101,Mumbai,76705.0,2032-05-26
105,Mumbai,48966.0,2032-05-27
105,Chennai,56469.0,2032-05-28
102,Kolkata,38505.0,2032-05-29
106,Bangalore,70211.0,2032-05-30
109,Kolkata,35492.0,2032-05-31
102,Kolkata,46827.0,2032-06-01
102,Chennai,80823.0,2032-06-02
103,Mumbai,57492.0,2032-06-03
107,Kolkata,33266.0,2032-06-04
106,Bangalore,86577.0,2032-06-05
108,Delhi,35909.0,2032-06-06
108,Mumbai,42869.0,2032-06-07
106,Kolkata,69782.0,2032-06-08
103,Delhi,51863.0,2032-06-09
103,Delhi,74055.0,2032-06-10
101,Chennai,37819.0,2032-06-11
107,Kolkata,59136.0,2032-06-12
105,Chennai,84293.0,2032-06-13
104,Mumbai,44837.0,2032-06-14
104,Delhi,77954.0,2032-06-15
104,Chennai,40056.0,2032-06-16
106,Delhi,30715.0,2032-06-17
108,Chennai,47275.0,2032-06-18
108,Mumbai,50191.0,2032-06-19
105,,46884.0,2032-06-20
106,Bangalore,81792.0,2032-06-21
104,Mumbai,75462.0,2032-06-22
109,Kolkata,88697.0,2032-06-23
108,Mumbai,38894.0,2032-06-24
101,Mumbai,48717.0,2032-06-25
102,Kolkata,48578.0,2032-06-26
109,Mumbai,53321.0,2032-06-27
108,Bangalore,72969.0,2032-06-28
103,Mumbai,54959.0,2032-06-29
108,Delhi,89402.0,2032-06-30
101,Delhi,40515.0,2032-07-01
104,Chennai,39077.0,2032-07-02
103,Chennai,80743.0,2032-07-03
106,Mumbai,51443.0,2032-07-04
107,Mumbai,83550.0,2032-07-05
104,,40443.0,2032-07-06
107,,67208.0,2032-07-07
109,Bangalore,31783.0,2032-07-08
102,Kolkata,43113.0,2032-07-09
103,Chennai,35385.0,2032-07-10
105,Mumbai,66885.0,2032-07-11
103,Delhi,36982.0,2032-07-12
108,Delhi,65351.0,2032-07-13
108,Kolkata,72689.0,2032-07-14
108,Chennai,43407.0,2032-07-15
109,Chennai,45316.0,2032-07-16
104,Delhi,76524.0,2032-07-17
105,Chennai,54838.0,2032-07-18
105,Kolkata,57207.0,2032-07-19
108,Kolkata,78116.0,2032-07-20
107,Delhi,58402.0,2032-07-21
109,Chennai,32430.0,2032-07-22
108,Delhi,84821.0,2032-07-23
102,Chennai,69828.0,2032-07-24
104,Chennai,87735.0,2032-07-25
106,Delhi,32936.0,2032-07-26
102,Kolkata,41864.0,2032-07-27
107,Delhi,55115.0,2032-07-28
103,Kolkata,39307.0,2032-07-29
103,Mumbai,36709.0,2032-07-30
102,Chennai,59854.0,2032-07-31
108,,71843.0,2032-08-01
106,Mumbai,50707.0,2032-08-02
101,Bangalore,69384.0,2032-08-03
101,Bangalore,65187.0,2032-08-04
107,Delhi,31399.0,2032-08-05
108,Bangalore,72536.0,2032-08-06
105,Chennai,81236.0,2032-08-07
105,,54188.0,2032-08-08
104,Kolkata,44245.0,2032-08-09
106,Bangalore,75746.0,2032-08-10
106,Chennai,53371.0,2032-08-11
103,Kolkata,84308.0,2032-08-12
109,Bangalore,77204.0,2032-08-13
107,Delhi,62286.0,2032-08-14
101,Bangalore,51693.0,2032-08-15
107,Kolkata,64303.0,2032-08-16
105,Bangalore,51137.0,2032-08-17
105,Chennai,71049.0,2032-08-18
102,Delhi,45365.0,2032-08-19
104,,86200.0,2032-08-20
106,Bangalore,43450.0,2032-08-21
107,Chennai,34190.0,2032-08-22
105,Delhi,80806.0,2032-08-23
109,Delhi,72861.0,2032-08-24
103,Kolkata,73639.0,2032-08-25
101,,53937.0,2032-08-26
104,Mumbai,89514.0,2032-08-27
109,Delhi,37452.0,2032-08-28
104,Mumbai,87709.0,2032-08-29
102,Delhi,33960.0,2032-08-30
105,Delhi,69602.0,2032-08-31
103,Kolkata,60185.0,2032-09-01
109,,40564.0,2032-09-02
104,Delhi,77510.0,2032-09-03
106,Bangalore,35091.0,2032-09-04
102,Mumbai,79670.0,2032-09-05
106,Delhi,60519.0,2032-09-06
103,Mumbai,33710.0,2032-09-07
109,Bangalore,79981.0,2032-09-08
102,Delhi,89977.0,2032-09-09
109,Bangalore,69395.0,2032-09-10
105,Delhi,87614.0,2032-09-11
108,Mumbai,37988.0,2032-09-12
102,Delhi,65754.0,2032-09-13
106,Kolkata,58114.0,2032-09-14
103,Chennai,85927.0,2032-09-15
105,Kolkata,53074.0,2032-09-16
108,Mumbai,51198.0,2032-09-17
101,Mumbai,88351.0,2032-09-18
105,Mumbai,40509.0,2032-09-19
103,Delhi,55180.0,2032-09-20
104,Chennai,78068.0,2032-09-21
102,Mumbai,75433.0,2032-09-22
109,Mumbai,46560.0,2032-09-23
103,Bangalore,73281.0,2032-09-24
102,Bangalore,72674.0,2032-09-25
109,,87980.0,2032-09-26
107,Mumbai,68938.0,2032-09-27
106,Chennai,65391.0,2032-09-28
101,Mumbai,58731.0,2032-09-29
105,,49162.0,2032-09-30
103,Bangalore,78344.0,2032-10-01
101,Chennai,82904.0,2032-10-02
104,Delhi,55236.0,2032-10-03
102,Chennai,67133.0,2032-10-04
102,Mumbai,41379.0,2032-10-05
103,Bangalore,34340.0,2032-10-06
108,Kolkata,34755.0,2032-10-07
108,,78731.0,2032-10-08
107,Bangalore,87428.0,2032-10-09
106,Kolkata,82822.0,2032-10-10
109,Delhi,71866.0,2032-10-11
104,Kolkata,78759.0,2032-10-12
101,Chennai,49905.0,2032-10-13
108,Bangalore,48259.0,2032-10-14
107,Kolkata,61255.0,2032-10-15
107,Kolkata,66726.0,2032-10-16
103,Mumbai,64904.0,2032-10-17
104,Kolkata,73556.0,2032-10-18
109,Delhi,71813.0,2032-10-19
106,Kolkata,61614.0,2032-10-20
105,Chennai,30506.0,2032-10-21
103,Delhi,38599.0,2032-10-22
109,Chennai,51774.0,2032-10-23
105,Bangalore,38715.0,2032-10-24
